input_target_molecule_smiles,mapped_input_target_molecule_smiles,target_substructure_smarts,substructure_atom_map,disconnection_map,synthon_a,synthon_a_label,synthon_b,synthon_b_label,synthon_a_building_block_class,synthon_a_building_block_label,synthon_b_building_block_class,synthon_b_building_block_label,synthon_a_building_block_smiles,synthon_a_building_block_cas,synthon_a_building_block_price,synthon_a_building_block_material,synthon_b_building_block_smiles,synthon_b_building_block_cas,synthon_b_building_block_price,synthon_b_building_block_material
CCCCCCCCCCCC[C@@H](C(=O)O)[C@H](C)C(=O)O,CCCCCCCCCC[CH2:1][CH2:2][C@@H](C(=O)O)[C@H](C)C(=O)O,[C:1]-[C:2],"[1, 2]","[1, 2]",CCCCCCCCCC[CH3:1],1,C[C@H](C(=O)O)[C@H](C(=O)O)[CH3:2],2,alcohol,3,hydrogen,4,CCCCCCCCCCCO,112-42-5,62.30,U1001-100G,C[C@H](C(=O)O)[C@@H](C)C(=O)O,608-40-2,82.40,168017-1G
CCCCCCCCCCCC[C@@H](C(=O)O)[C@H](C)C(=O)O,CCCCCCCCCC[CH2:1][CH2:2][C@@H](C(=O)O)[C@H](C)C(=O)O,[C:1]-[C:2],"[1, 2]","[1, 2]",CCCCCCCCCC[CH3:1],1,C[C@H](C(=O)O)[C@H](C(=O)O)[CH3:2],2,amine,3,hydrogen,4,CCCCCCCCCCCN,7307-55-3,122.00,94200-10ML,C[C@H](C(=O)O)[C@@H](C)C(=O)O,608-40-2,82.40,168017-1G
CCCCCCCCCCCC[C@@H](C(=O)O)[C@H](C)C(=O)O,CCCCCCCCCC[CH2:1][CH2:2][C@@H](C(=O)O)[C@H](C)C(=O)O,[C:1]-[C:2],"[1, 2]","[1, 2]",CCCCCCCCCC[CH3:1],1,C[C@H](C(=O)O)[C@H](C(=O)O)[CH3:2],2,acid,3,hydrogen,4,CCCCCCCCCCCC(=O)O,143-07-7,29.40,L4250-100G,C[C@H](C(=O)O)[C@@H](C)C(=O)O,608-40-2,82.40,168017-1G
CCCCCCCCCCCC[C@@H](C(=O)O)[C@H](C)C(=O)O,CCCCCCCCCC[CH2:1][CH2:2][C@@H](C(=O)O)[C@H](C)C(=O)O,[C:1]-[C:2],"[1, 2]","[1, 2]",CCCCCCCCCC[CH3:1],1,C[C@H](C(=O)O)[C@H](C(=O)O)[CH3:2],2,chloride,3,hydrogen,4,CCCCCCCCCCCCl,2473-03-2,18.75,COM448665627-1G,C[C@H](C(=O)O)[C@@H](C)C(=O)O,608-40-2,82.40,168017-1G
CCCCCCCCCCCC[C@@H](C(=O)O)[C@H](C)C(=O)O,CCCCCCCCCC[CH2:1][CH2:2][C@@H](C(=O)O)[C@H](C)C(=O)O,[C:1]-[C:2],"[1, 2]","[1, 2]",CCCCCCCCCC[CH3:1],1,C[C@H](C(=O)O)[C@H](C(=O)O)[CH3:2],2,bromide,3,hydrogen,4,CCCCCCCCCCCBr,693-67-4,39.90,245038-25G,C[C@H](C(=O)O)[C@@H](C)C(=O)O,608-40-2,82.40,168017-1G
CCCCCCCCCCCC[C@@H](C(=O)O)[C@H](C)C(=O)O,CCCCCCCCCC[CH2:1][CH2:2][C@@H](C(=O)O)[C@H](C)C(=O)O,[C:1]-[C:2],"[1, 2]","[1, 2]",CCCCCCCCCC[CH3:1],1,C[C@H](C(=O)O)[C@H](C(=O)O)[CH3:2],2,iodide,3,hydrogen,4,CCCCCCCCCCCI,4282-44-4,196.00,280046-50G,C[C@H](C(=O)O)[C@@H](C)C(=O)O,608-40-2,82.40,168017-1G
CCCCCCCCCCCC[C@@H](C(=O)O)[C@H](C)C(=O)O,CCCCCCCCCCC[CH2:1][C@@H:2](C(=O)O)[C@H](C)C(=O)O,[C:1]-[C:2],"[1, 2]","[1, 2]",CCCCCCCCCCC[CH3:1],1,C[C@H](C(=O)O)[CH2:2]C(=O)O,2,hydrogen,3,hydrogen,4,CCCCCCCCCCCC,112-40-3,148.00,297879-100ML,C[C@@H](CC(=O)O)C(=O)O,2174-58-5,155.1,AMBH2D6FE0A7-5G
CCCCCCCCCCCC[C@@H](C(=O)O)[C@H](C)C(=O)O,CCCCCCCCCCC[CH2:1][C@@H:2](C(=O)O)[C@H](C)C(=O)O,[C:1]-[C:2],"[1, 2]","[1, 2]",CCCCCCCCCCC[CH3:1],1,C[C@H](C(=O)O)[CH2:2]C(=O)O,2,alcohol,3,hydrogen,4,CCCCCCCCCCCCO,112-53-8,71.00,W261718-1KG-K,C[C@@H](CC(=O)O)C(=O)O,2174-58-5,155.1,AMBH2D6FE0A7-5G
CCCCCCCCCCCC[C@@H](C(=O)O)[C@H](C)C(=O)O,CCCCCCCCCCC[CH2:1][C@@H:2](C(=O)O)[C@H](C)C(=O)O,[C:1]-[C:2],"[1, 2]","[1, 2]",CCCCCCCCCCC[CH3:1],1,C[C@H](C(=O)O)[CH2:2]C(=O)O,2,amine,3,hydrogen,4,CCCCCCCCCCCCN,124-22-1,45.40,325163-5ML,C[C@@H](CC(=O)O)C(=O)O,2174-58-5,155.1,AMBH2D6FE0A7-5G
CCCCCCCCCCCC[C@@H](C(=O)O)[C@H](C)C(=O)O,CCCCCCCCCCC[CH2:1][C@@H:2](C(=O)O)[C@H](C)C(=O)O,[C:1]-[C:2],"[1, 2]","[1, 2]",CCCCCCCCCCC[CH3:1],1,C[C@H](C(=O)O)[CH2:2]C(=O)O,2,acid,3,hydrogen,4,CCCCCCCCCCCCC(=O)O,638-53-9,66.00,91988-5G,C[C@@H](CC(=O)O)C(=O)O,2174-58-5,155.1,AMBH2D6FE0A7-5G
CCCCCCCCCCCC[C@@H](C(=O)O)[C@H](C)C(=O)O,CCCCCCCCCCC[CH2:1][C@@H:2](C(=O)O)[C@H](C)C(=O)O,[C:1]-[C:2],"[1, 2]","[1, 2]",CCCCCCCCCCC[CH3:1],1,C[C@H](C(=O)O)[CH2:2]C(=O)O,2,chloride,3,hydrogen,4,CCCCCCCCCCCCCl,112-52-7,68.70,24498-10ML-F,C[C@@H](CC(=O)O)C(=O)O,2174-58-5,155.1,AMBH2D6FE0A7-5G
CCCCCCCCCCCC[C@@H](C(=O)O)[C@H](C)C(=O)O,CCCCCCCCCCC[CH2:1][C@@H:2](C(=O)O)[C@H](C)C(=O)O,[C:1]-[C:2],"[1, 2]","[1, 2]",CCCCCCCCCCC[CH3:1],1,C[C@H](C(=O)O)[CH2:2]C(=O)O,2,bromide,3,hydrogen,4,CCCCCCCCCCCCBr,143-15-7,31.10,B65551-100G,C[C@@H](CC(=O)O)C(=O)O,2174-58-5,155.1,AMBH2D6FE0A7-5G
CCCCCCCCCCCC[C@@H](C(=O)O)[C@H](C)C(=O)O,CCCCCCCCCCC[CH2:1][C@@H:2](C(=O)O)[C@H](C)C(=O)O,[C:1]-[C:2],"[1, 2]","[1, 2]",CCCCCCCCCCC[CH3:1],1,C[C@H](C(=O)O)[CH2:2]C(=O)O,2,iodide,3,hydrogen,4,CCCCCCCCCCCCI,4292-19-7,49.00,238260-25G,C[C@@H](CC(=O)O)C(=O)O,2174-58-5,155.1,AMBH2D6FE0A7-5G
CCCCCCCCCCCC[C@@H](C(=O)O)[C@H](C)C(=O)O,CCCCCCCCCCC[CH2:1][C@@H:2](C(=O)O)[C@H](C)C(=O)O,[C:1]-[C:2],"[1, 2]","[1, 2]",CCCCCCCCCCC[CH3:1],1,C[C@H](C(=O)O)[CH2:2]C(=O)O,2,boronate,3,hydrogen,4,CCCCCCCCCCCCB(O)O,3088-79-7,131.25,COM448616123-5G,C[C@@H](CC(=O)O)C(=O)O,2174-58-5,155.1,AMBH2D6FE0A7-5G
CCCCCCCCCCCC[C@@H](C(=O)O)[C@H](C)C(=O)O,CCCCCCCCCCCC[C@@H:1](C(=O)O)[C@H:2](C)C(=O)O,[C:1]-[C:2],"[1, 2]","[1, 2]",CCCCCCCCCCCC[CH2:1]C(=O)O,1,C[CH2:2]C(=O)O,2,hydrogen,3,hydrogen,4,CCCCCCCCCCCCCC(=O)O,544-63-8,74.00,W276413-1KG-K,CCC(=O)O,79-09-4,37.90,P5561-1L
CCCCCCCCCCCC[C@@H](C(=O)O)[C@H](C)C(=O)O,CCCCCCCCCCCC[C@@H:1](C(=O)O)[C@H:2](C)C(=O)O,[C:1]-[C:2],"[1, 2]","[1, 2]",CCCCCCCCCCCC[CH2:1]C(=O)O,1,C[CH2:2]C(=O)O,2,hydrogen,3,alcohol,4,CCCCCCCCCCCCCC(=O)O,544-63-8,74.00,W276413-1KG-K,CC(O)C(=O)O,50-21-5,52.00,L1250-500ML
CCCCCCCCCCCC[C@@H](C(=O)O)[C@H](C)C(=O)O,CCCCCCCCCCCC[C@@H:1](C(=O)O)[C@H:2](C)C(=O)O,[C:1]-[C:2],"[1, 2]","[1, 2]",CCCCCCCCCCCC[CH2:1]C(=O)O,1,C[CH2:2]C(=O)O,2,hydrogen,3,amine,4,CCCCCCCCCCCCCC(=O)O,544-63-8,74.00,W276413-1KG-K,CC(N)C(=O)O,302-72-7,63.00,W381810-1KG-K
CCCCCCCCCCCC[C@@H](C(=O)O)[C@H](C)C(=O)O,CCCCCCCCCCCC[C@@H:1](C(=O)O)[C@H:2](C)C(=O)O,[C:1]-[C:2],"[1, 2]","[1, 2]",CCCCCCCCCCCC[CH2:1]C(=O)O,1,C[CH2:2]C(=O)O,2,hydrogen,3,acid,4,CCCCCCCCCCCCCC(=O)O,544-63-8,74.00,W276413-1KG-K,CC(C(=O)O)C(=O)O,516-05-2,54.90,M54058-5G
CCCCCCCCCCCC[C@@H](C(=O)O)[C@H](C)C(=O)O,CCCCCCCCCCCC[C@@H:1](C(=O)O)[C@H:2](C)C(=O)O,[C:1]-[C:2],"[1, 2]","[1, 2]",CCCCCCCCCCCC[CH2:1]C(=O)O,1,C[CH2:2]C(=O)O,2,hydrogen,3,chloride,4,CCCCCCCCCCCCCC(=O)O,544-63-8,74.00,W276413-1KG-K,CC(Cl)C(=O)O,598-78-7,37.50,109274-100G
CCCCCCCCCCCC[C@@H](C(=O)O)[C@H](C)C(=O)O,CCCCCCCCCCCC[C@@H:1](C(=O)O)[C@H:2](C)C(=O)O,[C:1]-[C:2],"[1, 2]","[1, 2]",CCCCCCCCCCCC[CH2:1]C(=O)O,1,C[CH2:2]C(=O)O,2,hydrogen,3,bromide,4,CCCCCCCCCCCCCC(=O)O,544-63-8,74.00,W276413-1KG-K,CC(Br)C(=O)O,598-72-1,66.60,B78300-250G
CCCCCCCCCCCC[C@@H](C(=O)O)[C@H](C)C(=O)O,CCCCCCCCCCCC[C@@H:1](C(=O)O)[C@H:2](C)C(=O)O,[C:1]-[C:2],"[1, 2]","[1, 2]",CCCCCCCCCCCC[CH2:1]C(=O)O,1,C[CH2:2]C(=O)O,2,alcohol,3,hydrogen,4,CCCCCCCCCCCCC(O)C(=O)O,2507-55-3,127.00,H6771-10MG,CCC(=O)O,79-09-4,37.90,P5561-1L
CCCCCCCCCCCC[C@@H](C(=O)O)[C@H](C)C(=O)O,CCCCCCCCCCCC[C@@H:1](C(=O)O)[C@H:2](C)C(=O)O,[C:1]-[C:2],"[1, 2]","[1, 2]",CCCCCCCCCCCC[CH2:1]C(=O)O,1,C[CH2:2]C(=O)O,2,alcohol,3,alcohol,4,CCCCCCCCCCCCC(O)C(=O)O,2507-55-3,127.00,H6771-10MG,CC(O)C(=O)O,50-21-5,52.00,L1250-500ML
CCCCCCCCCCCC[C@@H](C(=O)O)[C@H](C)C(=O)O,CCCCCCCCCCCC[C@@H:1](C(=O)O)[C@H:2](C)C(=O)O,[C:1]-[C:2],"[1, 2]","[1, 2]",CCCCCCCCCCCC[CH2:1]C(=O)O,1,C[CH2:2]C(=O)O,2,alcohol,3,amine,4,CCCCCCCCCCCCC(O)C(=O)O,2507-55-3,127.00,H6771-10MG,CC(N)C(=O)O,302-72-7,63.00,W381810-1KG-K
CCCCCCCCCCCC[C@@H](C(=O)O)[C@H](C)C(=O)O,CCCCCCCCCCCC[C@@H:1](C(=O)O)[C@H:2](C)C(=O)O,[C:1]-[C:2],"[1, 2]","[1, 2]",CCCCCCCCCCCC[CH2:1]C(=O)O,1,C[CH2:2]C(=O)O,2,alcohol,3,acid,4,CCCCCCCCCCCCC(O)C(=O)O,2507-55-3,127.00,H6771-10MG,CC(C(=O)O)C(=O)O,516-05-2,54.90,M54058-5G
CCCCCCCCCCCC[C@@H](C(=O)O)[C@H](C)C(=O)O,CCCCCCCCCCCC[C@@H:1](C(=O)O)[C@H:2](C)C(=O)O,[C:1]-[C:2],"[1, 2]","[1, 2]",CCCCCCCCCCCC[CH2:1]C(=O)O,1,C[CH2:2]C(=O)O,2,alcohol,3,chloride,4,CCCCCCCCCCCCC(O)C(=O)O,2507-55-3,127.00,H6771-10MG,CC(Cl)C(=O)O,598-78-7,37.50,109274-100G
CCCCCCCCCCCC[C@@H](C(=O)O)[C@H](C)C(=O)O,CCCCCCCCCCCC[C@@H:1](C(=O)O)[C@H:2](C)C(=O)O,[C:1]-[C:2],"[1, 2]","[1, 2]",CCCCCCCCCCCC[CH2:1]C(=O)O,1,C[CH2:2]C(=O)O,2,alcohol,3,bromide,4,CCCCCCCCCCCCC(O)C(=O)O,2507-55-3,127.00,H6771-10MG,CC(Br)C(=O)O,598-72-1,66.60,B78300-250G
CC1=NC=C(C2=CC=CC=C2F)C=N1,Cc1nc[c:1](-[c:2]2ccccc2F)cn1,[c:1]-[c:2],"[1, 2]","[1, 2]",Cc1nc[cH:1]cn1,1,Fc1cccc[cH:2]1,2,hydrogen,3,hydrogen,4,Cc1ncccn1,5053-43-0,115.00,686956-250MG,Fc1ccccc1,462-06-6,24.40,F6001-5G-A
CC1=NC=C(C2=CC=CC=C2F)C=N1,Cc1nc[c:1](-[c:2]2ccccc2F)cn1,[c:1]-[c:2],"[1, 2]","[1, 2]",Cc1nc[cH:1]cn1,1,Fc1cccc[cH:2]1,2,hydrogen,3,alcohol,4,Cc1ncccn1,5053-43-0,115.00,686956-250MG,Oc1ccccc1F,367-12-4,38.30,F12804-10G
CC1=NC=C(C2=CC=CC=C2F)C=N1,Cc1nc[c:1](-[c:2]2ccccc2F)cn1,[c:1]-[c:2],"[1, 2]","[1, 2]",Cc1nc[cH:1]cn1,1,Fc1cccc[cH:2]1,2,hydrogen,3,amine,4,Cc1ncccn1,5053-43-0,115.00,686956-250MG,Nc1ccccc1F,348-54-9,24.30,F3401-25G-A
CC1=NC=C(C2=CC=CC=C2F)C=N1,Cc1nc[c:1](-[c:2]2ccccc2F)cn1,[c:1]-[c:2],"[1, 2]","[1, 2]",Cc1nc[cH:1]cn1,1,Fc1cccc[cH:2]1,2,hydrogen,3,acid,4,Cc1ncccn1,5053-43-0,115.00,686956-250MG,O=C(O)c1ccccc1F,445-29-4,34.70,412244-25G
CC1=NC=C(C2=CC=CC=C2F)C=N1,Cc1nc[c:1](-[c:2]2ccccc2F)cn1,[c:1]-[c:2],"[1, 2]","[1, 2]",Cc1nc[cH:1]cn1,1,Fc1cccc[cH:2]1,2,hydrogen,3,chloride,4,Cc1ncccn1,5053-43-0,115.00,686956-250MG,Fc1ccccc1Cl,348-51-6,29.30,162302-5G
CC1=NC=C(C2=CC=CC=C2F)C=N1,Cc1nc[c:1](-[c:2]2ccccc2F)cn1,[c:1]-[c:2],"[1, 2]","[1, 2]",Cc1nc[cH:1]cn1,1,Fc1cccc[cH:2]1,2,hydrogen,3,bromide,4,Cc1ncccn1,5053-43-0,115.00,686956-250MG,Fc1ccccc1Br,1072-85-1,52.00,B66809-25G
CC1=NC=C(C2=CC=CC=C2F)C=N1,Cc1nc[c:1](-[c:2]2ccccc2F)cn1,[c:1]-[c:2],"[1, 2]","[1, 2]",Cc1nc[cH:1]cn1,1,Fc1cccc[cH:2]1,2,hydrogen,3,iodide,4,Cc1ncccn1,5053-43-0,115.00,686956-250MG,Fc1ccccc1I,348-52-7,43.40,219401-25G
CC1=NC=C(C2=CC=CC=C2F)C=N1,Cc1nc[c:1](-[c:2]2ccccc2F)cn1,[c:1]-[c:2],"[1, 2]","[1, 2]",Cc1nc[cH:1]cn1,1,Fc1cccc[cH:2]1,2,hydrogen,3,boronate,4,Cc1ncccn1,5053-43-0,115.00,686956-250MG,OB(O)c1ccccc1F,1993-03-9,42.50,445223-1G
CC1=NC=C(C2=CC=CC=C2F)C=N1,Cc1nc[c:1](-[c:2]2ccccc2F)cn1,[c:1]-[c:2],"[1, 2]","[1, 2]",Cc1nc[cH:1]cn1,1,Fc1cccc[cH:2]1,2,alcohol,3,hydrogen,4,Cc1ncc(O)cn1,35231-56-2,275,SY3514241910-5G,Fc1ccccc1,462-06-6,24.40,F6001-5G-A
CC1=NC=C(C2=CC=CC=C2F)C=N1,Cc1nc[c:1](-[c:2]2ccccc2F)cn1,[c:1]-[c:2],"[1, 2]","[1, 2]",Cc1nc[cH:1]cn1,1,Fc1cccc[cH:2]1,2,alcohol,3,alcohol,4,Cc1ncc(O)cn1,35231-56-2,275,SY3514241910-5G,Oc1ccccc1F,367-12-4,38.30,F12804-10G
CC1=NC=C(C2=CC=CC=C2F)C=N1,Cc1nc[c:1](-[c:2]2ccccc2F)cn1,[c:1]-[c:2],"[1, 2]","[1, 2]",Cc1nc[cH:1]cn1,1,Fc1cccc[cH:2]1,2,alcohol,3,amine,4,Cc1ncc(O)cn1,35231-56-2,275,SY3514241910-5G,Nc1ccccc1F,348-54-9,24.30,F3401-25G-A
CC1=NC=C(C2=CC=CC=C2F)C=N1,Cc1nc[c:1](-[c:2]2ccccc2F)cn1,[c:1]-[c:2],"[1, 2]","[1, 2]",Cc1nc[cH:1]cn1,1,Fc1cccc[cH:2]1,2,alcohol,3,acid,4,Cc1ncc(O)cn1,35231-56-2,275,SY3514241910-5G,O=C(O)c1ccccc1F,445-29-4,34.70,412244-25G
CC1=NC=C(C2=CC=CC=C2F)C=N1,Cc1nc[c:1](-[c:2]2ccccc2F)cn1,[c:1]-[c:2],"[1, 2]","[1, 2]",Cc1nc[cH:1]cn1,1,Fc1cccc[cH:2]1,2,alcohol,3,chloride,4,Cc1ncc(O)cn1,35231-56-2,275,SY3514241910-5G,Fc1ccccc1Cl,348-51-6,29.30,162302-5G
CC1=NC=C(C2=CC=CC=C2F)C=N1,Cc1nc[c:1](-[c:2]2ccccc2F)cn1,[c:1]-[c:2],"[1, 2]","[1, 2]",Cc1nc[cH:1]cn1,1,Fc1cccc[cH:2]1,2,alcohol,3,bromide,4,Cc1ncc(O)cn1,35231-56-2,275,SY3514241910-5G,Fc1ccccc1Br,1072-85-1,52.00,B66809-25G
CC1=NC=C(C2=CC=CC=C2F)C=N1,Cc1nc[c:1](-[c:2]2ccccc2F)cn1,[c:1]-[c:2],"[1, 2]","[1, 2]",Cc1nc[cH:1]cn1,1,Fc1cccc[cH:2]1,2,alcohol,3,iodide,4,Cc1ncc(O)cn1,35231-56-2,275,SY3514241910-5G,Fc1ccccc1I,348-52-7,43.40,219401-25G
CC1=NC=C(C2=CC=CC=C2F)C=N1,Cc1nc[c:1](-[c:2]2ccccc2F)cn1,[c:1]-[c:2],"[1, 2]","[1, 2]",Cc1nc[cH:1]cn1,1,Fc1cccc[cH:2]1,2,alcohol,3,boronate,4,Cc1ncc(O)cn1,35231-56-2,275,SY3514241910-5G,OB(O)c1ccccc1F,1993-03-9,42.50,445223-1G
CC1=NC=C(C2=CC=CC=C2F)C=N1,Cc1nc[c:1](-[c:2]2ccccc2F)cn1,[c:1]-[c:2],"[1, 2]","[1, 2]",Cc1nc[cH:1]cn1,1,Fc1cccc[cH:2]1,2,amine,3,hydrogen,4,Cc1ncc(N)cn1,39889-94-6,20.9,AMBH2D6F32DB-250MG,Fc1ccccc1,462-06-6,24.40,F6001-5G-A
CC1=NC=C(C2=CC=CC=C2F)C=N1,Cc1nc[c:1](-[c:2]2ccccc2F)cn1,[c:1]-[c:2],"[1, 2]","[1, 2]",Cc1nc[cH:1]cn1,1,Fc1cccc[cH:2]1,2,amine,3,alcohol,4,Cc1ncc(N)cn1,39889-94-6,20.9,AMBH2D6F32DB-250MG,Oc1ccccc1F,367-12-4,38.30,F12804-10G
CC1=NC=C(C2=CC=CC=C2F)C=N1,Cc1nc[c:1](-[c:2]2ccccc2F)cn1,[c:1]-[c:2],"[1, 2]","[1, 2]",Cc1nc[cH:1]cn1,1,Fc1cccc[cH:2]1,2,amine,3,amine,4,Cc1ncc(N)cn1,39889-94-6,20.9,AMBH2D6F32DB-250MG,Nc1ccccc1F,348-54-9,24.30,F3401-25G-A
CC1=NC=C(C2=CC=CC=C2F)C=N1,Cc1nc[c:1](-[c:2]2ccccc2F)cn1,[c:1]-[c:2],"[1, 2]","[1, 2]",Cc1nc[cH:1]cn1,1,Fc1cccc[cH:2]1,2,amine,3,acid,4,Cc1ncc(N)cn1,39889-94-6,20.9,AMBH2D6F32DB-250MG,O=C(O)c1ccccc1F,445-29-4,34.70,412244-25G
CC1=NC=C(C2=CC=CC=C2F)C=N1,Cc1nc[c:1](-[c:2]2ccccc2F)cn1,[c:1]-[c:2],"[1, 2]","[1, 2]",Cc1nc[cH:1]cn1,1,Fc1cccc[cH:2]1,2,amine,3,chloride,4,Cc1ncc(N)cn1,39889-94-6,20.9,AMBH2D6F32DB-250MG,Fc1ccccc1Cl,348-51-6,29.30,162302-5G
CC1=NC=C(C2=CC=CC=C2F)C=N1,Cc1nc[c:1](-[c:2]2ccccc2F)cn1,[c:1]-[c:2],"[1, 2]","[1, 2]",Cc1nc[cH:1]cn1,1,Fc1cccc[cH:2]1,2,amine,3,bromide,4,Cc1ncc(N)cn1,39889-94-6,20.9,AMBH2D6F32DB-250MG,Fc1ccccc1Br,1072-85-1,52.00,B66809-25G
CC1=NC=C(C2=CC=CC=C2F)C=N1,Cc1nc[c:1](-[c:2]2ccccc2F)cn1,[c:1]-[c:2],"[1, 2]","[1, 2]",Cc1nc[cH:1]cn1,1,Fc1cccc[cH:2]1,2,amine,3,iodide,4,Cc1ncc(N)cn1,39889-94-6,20.9,AMBH2D6F32DB-250MG,Fc1ccccc1I,348-52-7,43.40,219401-25G
CC1=NC=C(C2=CC=CC=C2F)C=N1,Cc1nc[c:1](-[c:2]2ccccc2F)cn1,[c:1]-[c:2],"[1, 2]","[1, 2]",Cc1nc[cH:1]cn1,1,Fc1cccc[cH:2]1,2,amine,3,boronate,4,Cc1ncc(N)cn1,39889-94-6,20.9,AMBH2D6F32DB-250MG,OB(O)c1ccccc1F,1993-03-9,42.50,445223-1G
CC1=NC=C(C2=CC=CC=C2F)C=N1,Cc1nc[c:1](-[c:2]2ccccc2F)cn1,[c:1]-[c:2],"[1, 2]","[1, 2]",Cc1nc[cH:1]cn1,1,Fc1cccc[cH:2]1,2,acid,3,hydrogen,4,Cc1ncc(C(=O)O)cn1,5194-32-1,268.00,CBR01580-1G,Fc1ccccc1,462-06-6,24.40,F6001-5G-A
CC1=NC=C(C2=CC=CC=C2F)C=N1,Cc1nc[c:1](-[c:2]2ccccc2F)cn1,[c:1]-[c:2],"[1, 2]","[1, 2]",Cc1nc[cH:1]cn1,1,Fc1cccc[cH:2]1,2,acid,3,alcohol,4,Cc1ncc(C(=O)O)cn1,5194-32-1,268.00,CBR01580-1G,Oc1ccccc1F,367-12-4,38.30,F12804-10G
CC1=NC=C(C2=CC=CC=C2F)C=N1,Cc1nc[c:1](-[c:2]2ccccc2F)cn1,[c:1]-[c:2],"[1, 2]","[1, 2]",Cc1nc[cH:1]cn1,1,Fc1cccc[cH:2]1,2,acid,3,amine,4,Cc1ncc(C(=O)O)cn1,5194-32-1,268.00,CBR01580-1G,Nc1ccccc1F,348-54-9,24.30,F3401-25G-A
CC1=NC=C(C2=CC=CC=C2F)C=N1,Cc1nc[c:1](-[c:2]2ccccc2F)cn1,[c:1]-[c:2],"[1, 2]","[1, 2]",Cc1nc[cH:1]cn1,1,Fc1cccc[cH:2]1,2,acid,3,acid,4,Cc1ncc(C(=O)O)cn1,5194-32-1,268.00,CBR01580-1G,O=C(O)c1ccccc1F,445-29-4,34.70,412244-25G
CC1=NC=C(C2=CC=CC=C2F)C=N1,Cc1nc[c:1](-[c:2]2ccccc2F)cn1,[c:1]-[c:2],"[1, 2]","[1, 2]",Cc1nc[cH:1]cn1,1,Fc1cccc[cH:2]1,2,acid,3,chloride,4,Cc1ncc(C(=O)O)cn1,5194-32-1,268.00,CBR01580-1G,Fc1ccccc1Cl,348-51-6,29.30,162302-5G
CC1=NC=C(C2=CC=CC=C2F)C=N1,Cc1nc[c:1](-[c:2]2ccccc2F)cn1,[c:1]-[c:2],"[1, 2]","[1, 2]",Cc1nc[cH:1]cn1,1,Fc1cccc[cH:2]1,2,acid,3,bromide,4,Cc1ncc(C(=O)O)cn1,5194-32-1,268.00,CBR01580-1G,Fc1ccccc1Br,1072-85-1,52.00,B66809-25G
CC1=NC=C(C2=CC=CC=C2F)C=N1,Cc1nc[c:1](-[c:2]2ccccc2F)cn1,[c:1]-[c:2],"[1, 2]","[1, 2]",Cc1nc[cH:1]cn1,1,Fc1cccc[cH:2]1,2,acid,3,iodide,4,Cc1ncc(C(=O)O)cn1,5194-32-1,268.00,CBR01580-1G,Fc1ccccc1I,348-52-7,43.40,219401-25G
CC1=NC=C(C2=CC=CC=C2F)C=N1,Cc1nc[c:1](-[c:2]2ccccc2F)cn1,[c:1]-[c:2],"[1, 2]","[1, 2]",Cc1nc[cH:1]cn1,1,Fc1cccc[cH:2]1,2,acid,3,boronate,4,Cc1ncc(C(=O)O)cn1,5194-32-1,268.00,CBR01580-1G,OB(O)c1ccccc1F,1993-03-9,42.50,445223-1G
CC1=NC=C(C2=CC=CC=C2F)C=N1,Cc1nc[c:1](-[c:2]2ccccc2F)cn1,[c:1]-[c:2],"[1, 2]","[1, 2]",Cc1nc[cH:1]cn1,1,Fc1cccc[cH:2]1,2,chloride,3,hydrogen,4,Cc1ncc(Cl)cn1,54198-89-9,547.8,AMBH2D6EBA35-5G,Fc1ccccc1,462-06-6,24.40,F6001-5G-A
CC1=NC=C(C2=CC=CC=C2F)C=N1,Cc1nc[c:1](-[c:2]2ccccc2F)cn1,[c:1]-[c:2],"[1, 2]","[1, 2]",Cc1nc[cH:1]cn1,1,Fc1cccc[cH:2]1,2,chloride,3,alcohol,4,Cc1ncc(Cl)cn1,54198-89-9,547.8,AMBH2D6EBA35-5G,Oc1ccccc1F,367-12-4,38.30,F12804-10G
CC1=NC=C(C2=CC=CC=C2F)C=N1,Cc1nc[c:1](-[c:2]2ccccc2F)cn1,[c:1]-[c:2],"[1, 2]","[1, 2]",Cc1nc[cH:1]cn1,1,Fc1cccc[cH:2]1,2,chloride,3,amine,4,Cc1ncc(Cl)cn1,54198-89-9,547.8,AMBH2D6EBA35-5G,Nc1ccccc1F,348-54-9,24.30,F3401-25G-A
CC1=NC=C(C2=CC=CC=C2F)C=N1,Cc1nc[c:1](-[c:2]2ccccc2F)cn1,[c:1]-[c:2],"[1, 2]","[1, 2]",Cc1nc[cH:1]cn1,1,Fc1cccc[cH:2]1,2,chloride,3,acid,4,Cc1ncc(Cl)cn1,54198-89-9,547.8,AMBH2D6EBA35-5G,O=C(O)c1ccccc1F,445-29-4,34.70,412244-25G
CC1=NC=C(C2=CC=CC=C2F)C=N1,Cc1nc[c:1](-[c:2]2ccccc2F)cn1,[c:1]-[c:2],"[1, 2]","[1, 2]",Cc1nc[cH:1]cn1,1,Fc1cccc[cH:2]1,2,chloride,3,chloride,4,Cc1ncc(Cl)cn1,54198-89-9,547.8,AMBH2D6EBA35-5G,Fc1ccccc1Cl,348-51-6,29.30,162302-5G
